"trial_type","trial_index","time_elapsed","internal_node_id","screen_height","screen_width","browser","browser_version","mobile","os","vsync_rate","participant_id","study_id","session_id","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","fullscreen","webcam","microphone","screen","version","date","time","rt","stimulus","response","question_order","trial_duration","trial_number"
"html-keyboard-response","250","3668175","0.0-25.0-0.75","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","887",""
"image-keyboard-response","251","3668681","0.0-25.0-1.75","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1044.jpg","null","","500","76"
"multiple-slider","252","3685756","0.0-25.0-2.75","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","questionnaire","","","","17057.19999998808","","{""perceived_realness"":34,""Attractiveness"":65,""Approachability"":77,""Trustworthiness"":72,""Familiarity"":56,""Similarity"":16}","[0,1,2,3,4,5]","",""
"html-keyboard-response","253","3686756","0.0-25.0-0.76","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","985",""
"image-keyboard-response","254","3687268","0.0-25.0-1.76","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1060.jpg","null","","500","77"
"multiple-slider","255","3707635","0.0-25.0-2.76","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","questionnaire","","","","20349","","{""perceived_realness"":85,""Attractiveness"":43,""Approachability"":78,""Trustworthiness"":76,""Familiarity"":22,""Similarity"":5}","[0,1,2,3,4,5]","",""
"html-keyboard-response","256","3708271","0.0-25.0-0.77","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","621",""
"image-keyboard-response","257","3708783","0.0-25.0-1.77","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1079.jpg","null","","500","78"
"multiple-slider","258","3727166","0.0-25.0-2.77","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","questionnaire","","","","18330.19999998808","","{""perceived_realness"":28,""Attractiveness"":71,""Approachability"":81,""Trustworthiness"":72,""Familiarity"":58,""Similarity"":10}","[0,1,2,3,4,5]","",""
"html-keyboard-response","259","3727994","0.0-25.0-0.78","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","809",""
"image-keyboard-response","260","3728505","0.0-25.0-1.78","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NM-1058.jpg","null","","500","79"
"multiple-slider","261","3750323","0.0-25.0-2.78","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","questionnaire","","","","21803.600000023842","","{""perceived_realness"":75,""Attractiveness"":63,""Approachability"":79,""Trustworthiness"":73,""Familiarity"":30,""Similarity"":24}","[0,1,2,3,4,5]","",""
"html-keyboard-response","262","3751063","0.0-25.0-0.79","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","733",""
"image-keyboard-response","263","3751576","0.0-25.0-1.79","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NM-1091.jpg","null","","500","80"
"multiple-slider","264","3768550","0.0-25.0-2.79","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","questionnaire","","","","16957.400000035763","","{""perceived_realness"":34,""Attractiveness"":63,""Approachability"":74,""Trustworthiness"":68,""Familiarity"":32,""Similarity"":3}","[0,1,2,3,4,5]","",""
"html-keyboard-response","265","3769330","0.0-25.0-0.80","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","768",""
"image-keyboard-response","266","3769843","0.0-25.0-1.80","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1040.jpg","null","","500","81"
"multiple-slider","267","3792281","0.0-25.0-2.80","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","questionnaire","","","","22418.100000023842","","{""perceived_realness"":30,""Attractiveness"":42,""Approachability"":81,""Trustworthiness"":75,""Familiarity"":57,""Similarity"":17}","[0,1,2,3,4,5]","",""
"html-keyboard-response","268","3792974","0.0-25.0-0.81","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","677",""
"image-keyboard-response","269","3793484","0.0-25.0-1.81","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1053.jpg","null","","500","82"
"multiple-slider","270","3809936","0.0-25.0-2.81","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","questionnaire","","","","16434.69999998808","","{""perceived_realness"":97,""Attractiveness"":40,""Approachability"":81,""Trustworthiness"":76,""Familiarity"":61,""Similarity"":56}","[0,1,2,3,4,5]","",""
"html-keyboard-response","271","3810846","0.0-25.0-0.82","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","894",""
"image-keyboard-response","272","3811358","0.0-25.0-1.82","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1041.jpg","null","","500","83"
"multiple-slider","273","3833812","0.0-25.0-2.82","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","questionnaire","","","","22406.5","","{""perceived_realness"":63,""Attractiveness"":60,""Approachability"":73,""Trustworthiness"":69,""Familiarity"":55,""Similarity"":25}","[0,1,2,3,4,5]","",""
"html-keyboard-response","274","3834410","0.0-25.0-0.83","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","585",""
"image-keyboard-response","275","3834922","0.0-25.0-1.83","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1042.jpg","null","","500","84"
"multiple-slider","276","3857424","0.0-25.0-2.83","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","questionnaire","","","","22488.69999998808","","{""perceived_realness"":89,""Attractiveness"":68,""Approachability"":82,""Trustworthiness"":77,""Familiarity"":19,""Similarity"":9}","[0,1,2,3,4,5]","",""
"html-keyboard-response","277","3858275","0.0-25.0-0.84","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","835",""
"image-keyboard-response","278","3858789","0.0-25.0-1.84","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1025.jpg","null","","500","85"
"multiple-slider","279","3878221","0.0-25.0-2.84","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","questionnaire","","","","19380.100000023842","","{""perceived_realness"":87,""Attractiveness"":64,""Approachability"":67,""Trustworthiness"":60,""Familiarity"":57,""Similarity"":27}","[0,1,2,3,4,5]","",""
"html-keyboard-response","280","3879148","0.0-25.0-0.85","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","910",""
"image-keyboard-response","281","3879659","0.0-25.0-1.85","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1061.jpg","null","","500","86"
"multiple-slider","282","3904081","0.0-25.0-2.85","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","questionnaire","","","","24405","","{""perceived_realness"":62,""Attractiveness"":57,""Approachability"":73,""Trustworthiness"":67,""Familiarity"":40,""Similarity"":25}","[0,1,2,3,4,5]","",""
"html-keyboard-response","283","3904838","0.0-25.0-0.86","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","739",""
"image-keyboard-response","284","3905350","0.0-25.0-1.86","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1001.jpg","null","","500","87"
"multiple-slider","285","3925469","0.0-25.0-2.86","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","questionnaire","","","","20074","","{""perceived_realness"":93,""Attractiveness"":26,""Approachability"":58,""Trustworthiness"":39,""Familiarity"":62,""Similarity"":11}","[0,1,2,3,4,5]","",""
"html-keyboard-response","286","3926032","0.0-25.0-0.87","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","550",""
"image-keyboard-response","287","3926545","0.0-25.0-1.87","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1039.jpg","null","","500","88"
"multiple-slider","288","3944173","0.0-25.0-2.87","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","questionnaire","","","","17611.599999964237","","{""perceived_realness"":88,""Attractiveness"":74,""Approachability"":87,""Trustworthiness"":77,""Familiarity"":56,""Similarity"":19}","[0,1,2,3,4,5]","",""
"html-keyboard-response","289","3945124","0.0-25.0-0.88","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","939",""
"image-keyboard-response","290","3945636","0.0-25.0-1.88","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1049.jpg","null","","500","89"
"multiple-slider","291","3970522","0.0-25.0-2.88","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","questionnaire","","","","24831.600000023842","","{""perceived_realness"":63,""Attractiveness"":64,""Approachability"":78,""Trustworthiness"":71,""Familiarity"":59,""Similarity"":36}","[0,1,2,3,4,5]","",""
"html-keyboard-response","292","3971455","0.0-25.0-0.89","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","917",""
"image-keyboard-response","293","3971967","0.0-25.0-1.89","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NM-1033.jpg","null","","500","90"
"multiple-slider","294","3989194","0.0-25.0-2.89","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","questionnaire","","","","17214.200000047684","","{""perceived_realness"":80,""Attractiveness"":56,""Approachability"":80,""Trustworthiness"":71,""Familiarity"":75,""Similarity"":68}","[0,1,2,3,4,5]","",""
"html-keyboard-response","295","3990087","0.0-25.0-0.90","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","881",""
"image-keyboard-response","296","3990600","0.0-25.0-1.90","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1028.jpg","null","","500","91"
"multiple-slider","297","4009485","0.0-25.0-2.90","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","questionnaire","","","","18866.5","","{""perceived_realness"":16,""Attractiveness"":39,""Approachability"":67,""Trustworthiness"":57,""Familiarity"":36,""Similarity"":21}","[0,1,2,3,4,5]","",""
"html-keyboard-response","298","4010185","0.0-25.0-0.91","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","686",""
"image-keyboard-response","299","4010689","0.0-25.0-1.91","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1065.jpg","null","","500","92"
"multiple-slider","300","4030815","0.0-25.0-2.91","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","questionnaire","","","","20072.30000001192","","{""perceived_realness"":63,""Attractiveness"":65,""Approachability"":60,""Trustworthiness"":65,""Familiarity"":57,""Similarity"":10}","[0,1,2,3,4,5]","",""
"html-keyboard-response","301","4031589","0.0-25.0-0.92","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","758",""
"image-keyboard-response","302","4032102","0.0-25.0-1.92","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1003.jpg","null","","500","93"
"multiple-slider","303","4049301","0.0-25.0-2.92","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","questionnaire","","","","17153.100000023842","","{""perceived_realness"":34,""Attractiveness"":72,""Approachability"":85,""Trustworthiness"":77,""Familiarity"":54,""Similarity"":31}","[0,1,2,3,4,5]","",""
"html-keyboard-response","304","4050290","0.0-25.0-0.93","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","973",""
"image-keyboard-response","305","4050802","0.0-25.0-1.93","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1086.jpg","null","","500","94"
"multiple-slider","306","4070832","0.0-25.0-2.93","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","questionnaire","","","","20018.80000001192","","{""perceived_realness"":93,""Attractiveness"":84,""Approachability"":76,""Trustworthiness"":69,""Familiarity"":54,""Similarity"":30}","[0,1,2,3,4,5]","",""
"html-keyboard-response","307","4071813","0.0-25.0-0.94","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","963",""
"image-keyboard-response","308","4072325","0.0-25.0-1.94","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NM-1070.jpg","null","","500","95"
"multiple-slider","309","4091621","0.0-25.0-2.94","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","questionnaire","","","","19245.69999998808","","{""perceived_realness"":20,""Attractiveness"":37,""Approachability"":43,""Trustworthiness"":56,""Familiarity"":32,""Similarity"":12}","[0,1,2,3,4,5]","",""
"html-keyboard-response","310","4092174","0.0-25.0-0.95","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","545",""
"image-keyboard-response","311","4092681","0.0-25.0-1.95","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1021.jpg","null","","500","96"
"multiple-slider","312","4113493","0.0-25.0-2.95","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","questionnaire","","","","20762.899999976158","","{""perceived_realness"":86,""Attractiveness"":57,""Approachability"":68,""Trustworthiness"":64,""Familiarity"":56,""Similarity"":24}","[0,1,2,3,4,5]","",""
"html-keyboard-response","313","4114251","0.0-25.0-0.96","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","745",""
"image-keyboard-response","314","4114764","0.0-25.0-1.96","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1085.jpg","null","","500","97"
"multiple-slider","315","4134584","0.0-25.0-2.96","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","questionnaire","","","","19767.5","","{""perceived_realness"":58,""Attractiveness"":67,""Approachability"":73,""Trustworthiness"":70,""Familiarity"":58,""Similarity"":16}","[0,1,2,3,4,5]","",""
"html-keyboard-response","316","4135215","0.0-25.0-0.97","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","615",""
"image-keyboard-response","317","4135736","0.0-25.0-1.97","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1050.jpg","null","","500","98"
"multiple-slider","318","4164316","0.0-25.0-2.97","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","questionnaire","","","","28535.19999998808","","{""perceived_realness"":20,""Attractiveness"":20,""Approachability"":58,""Trustworthiness"":55,""Familiarity"":61,""Similarity"":21}","[0,1,2,3,4,5]","",""
"html-keyboard-response","319","4165217","0.0-25.0-0.98","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","889",""
"image-keyboard-response","320","4165730","0.0-25.0-1.98","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1006.jpg","null","","500","99"
"multiple-slider","321","4182727","0.0-25.0-2.98","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","questionnaire","","","","16979.80000001192","","{""perceived_realness"":84,""Attractiveness"":32,""Approachability"":59,""Trustworthiness"":56,""Familiarity"":55,""Similarity"":24}","[0,1,2,3,4,5]","",""
"html-keyboard-response","322","4183668","0.0-25.0-0.99","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","924",""
"image-keyboard-response","323","4184180","0.0-25.0-1.99","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1072.jpg","null","","500","100"
"multiple-slider","324","4198336","0.0-25.0-2.99","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","questionnaire","","","","14146.200000047684","","{""perceived_realness"":16,""Attractiveness"":64,""Approachability"":82,""Trustworthiness"":69,""Familiarity"":62,""Similarity"":28}","[0,1,2,3,4,5]","",""
"html-keyboard-response","325","4198904","0.0-25.0-0.100","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","546",""
"image-keyboard-response","326","4199414","0.0-25.0-1.100","768","1366","chrome","104.0.0","false","Windows 8.1","61.49","5e9392cfccb9d308e90a9cd1_mmn3o","6306c9f2987973791013cced","6306ca514c8fb330b327dda8","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1054.jpg","null","","500","101"
